Flight_Time_s,T_Climb_s,T_Hover_s,T_Dash_s,T_Loiter_s,T_Fig8_s,T_Land_s,Payload_kg,Wind_ms,Cruise_Alt_m,Avg_Speed_ms,SOC_Start,SOC_End,Battery_Consumed_Pct
1740,55,225,492,549,370,49,2.353141585,17,79,10.4054431,100,75.8312034,24.1687966
1510,89,228,379,371,361,82,1.518137739,4,65,8.132608952,100,83.1755814,16.8244186
2082,68,291,586,736,315,86,4.53713641,18,94,8.213749344,100,54.77731263,45.22268737
2214,97,263,484,880,400,90,2.579080451,7,80,7.834257027,100,67.80626686,32.19373314
1179,79,261,298,244,252,45,7.730112229,11,66,6.948220704,100,58.68763728,41.31236272
1227,54,105,481,205,322,60,4.222749007,8,79,10.43186356,100,74.94422726,25.05577274
1927,91,253,523,643,342,75,5.740988207,7,70,7.3264499,100,49.13137944,50.86862056
1739,99,217,537,528,309,49,4.955715214,16,73,7.492481241,100,59.68384577,40.31615423
1602,71,236,426,535,264,70,7.75923204,11,86,8.628892722,100,43.34527534,56.65472466
1797,48,256,360,829,261,43,5.936365809,18,97,7.553152337,100,51.06517754,48.93482246
1191,79,203,298,335,218,58,2.038414091,18,68,5.513369915,100,84.93338652,15.06661348
2033,67,168,536,888,325,49,5.417558575,10,60,9.946985899,100,48.90247777,51.09752223
1691,42,157,231,831,370,60,5.269796613,7,65,8.29875641,100,58.69747605,41.30252395
1413,61,158,555,347,226,66,4.297940037,9,66,10.2707527,100,70.71665221,29.28334779
1542,88,167,477,342,392,76,4.116446531,5,97,8.620674245,100,69.18464224,30.81535776
1685,49,181,325,686,379,65,4.378051625,12,66,9.879193215,100,64.57877942,35.42122058
1194,57,254,286,223,287,87,3.621852911,11,93,8.176605664,100,78.28034675,21.71965325
1559,55,232,332,662,202,76,5.203345749,8,70,7.611163839,100,62.29287059,37.70712941
1565,92,260,422,493,225,73,1.717784188,8,76,9.990565573,100,81.39123049,18.60876951
1739,59,292,399,717,202,70,3.284889827,16,95,6.771002839,100,70.56347937,29.43652063
1555,43,178,320,714,220,80,6.747962336,13,83,10.29003521,100,52.13234725,47.86765275
1659,67,235,543,549,209,56,4.960585006,6,92,7.367177323,100,61.50103177,38.49896823
1532,65,259,337,524,273,74,6.611513183,6,86,8.981152093,100,53.83418008,46.16581992
2018,87,246,507,730,369,79,5.7365495,10,83,7.868292424,100,46.68949794,53.31050206
1402,49,129,482,467,215,60,2.223836377,8,100,8.234153006,100,81.31925022,18.68074978
1579,57,105,237,759,342,79,6.692980783,17,65,9.051067326,100,51.91599486,48.08400514
1548,76,105,262,784,239,82,6.86520049,2,85,7.707882859,100,51.75875334,48.24124666
1380,46,293,373,259,344,65,5.862257572,2,73,9.379091205,100,62.76787724,37.23212276
1695,97,121,560,585,285,47,6.397906917,16,73,8.637371972,100,50.58490208,49.41509792
1433,76,228,251,547,262,69,4.407897159,11,70,8.93811309,100,69.74038428,30.25961572
1485,71,213,474,264,375,88,4.27510746,2,98,10.15162927,100,69.25068039,30.74931961
1578,86,215,453,395,368,61,6.998236284,17,63,7.661159111,100,49.83366691,50.16633309
1715,41,186,214,884,304,86,6.91753538,6,85,8.547650478,100,46.00182656,53.99817344
1554,94,143,201,817,247,52,7.24893954,6,75,10.29967204,100,48.72090683,51.27909317
1555,78,240,234,572,378,53,3.479409128,16,86,9.684395314,100,72.41723251,27.58276749
1472,77,243,312,489,272,79,6.95777198,10,69,6.862118177,100,53.52519254,46.47480746
1878,47,290,555,561,336,89,7.363451845,6,65,9.404358736,100,36.89007768,63.10992232
1773,48,190,429,755,284,67,6.389579833,16,65,8.542007057,100,48.26607014,51.73392986
1210,90,169,266,219,392,74,7.344031945,11,97,9.159597637,100,59.58589046,40.41410954
1605,44,254,234,710,290,73,7.60410785,13,95,8.417094428,100,44.35349048,55.64650952
1815,80,159,581,686,241,68,4.954420069,12,66,8.024262894,100,57.91038639,42.08961361
1668,41,101,439,626,384,77,5.12607499,14,96,10.79742006,100,59.99040985,40.00959015
1366,60,217,388,261,366,74,4.721234114,6,72,8.977828713,100,69.49939905,30.50060095
1533,51,204,318,524,385,51,7.80164317,5,70,7.699212033,100,45.69770066,54.30229934
1396,78,179,203,582,302,52,7.39294058,13,60,7.781765046,100,53.23930293,46.76069707
2005,84,230,466,858,307,60,6.971243341,2,61,9.691436305,100,36.1481853,63.8518147
1240,71,198,235,375,289,72,4.363474067,4,87,7.825251458,100,74.13095845,25.86904155
1531,54,114,320,770,215,58,7.95202876,17,89,9.581312136,100,44.4982744,55.5017256
1961,70,157,533,773,388,40,2.528167597,3,65,8.93341297,100,71.76867108,28.23132892
1792,63,184,456,752,254,83,1.547812003,3,86,7.294460594,100,79.96679511,20.03320489
1559,76,263,526,262,346,86,6.869662668,5,90,7.52891421,100,51.25547224,48.74452776
1358,52,123,459,275,397,52,1.959469896,6,78,9.414720407,100,82.9633856,17.0366144
1694,73,257,277,723,295,69,6.808519273,16,84,9.388541405,100,47.34429463,52.65570537
1653,41,276,520,427,334,55,2.051345988,7,70,9.531329945,100,78.57070856,21.42929144
1538,44,259,346,610,236,43,3.332742827,4,98,9.021678137,100,73.56656187,26.43343813
1277,51,229,201,398,328,70,6.874693936,7,66,8.61280474,100,60.15229344,39.84770656
1260,44,211,309,292,340,64,7.928183133,4,73,8.237105592,100,54.67226525,45.32773475
1777,66,234,419,626,373,59,2.157894498,5,67,8.14412889,100,76.58317466,23.41682534
2007,60,286,560,796,251,54,2.518529184,2,90,9.114309369,100,71.12550867,28.87449133
1358,86,178,381,293,352,68,6.059068984,10,91,10.60994114,100,62.14228585,37.85771415
1650,56,134,466,575,366,53,6.68737741,5,86,11.00820789,100,49.58011803,50.41988197
1715,48,239,406,580,362,80,4.302711382,10,67,7.69536223,100,64.51661278,35.48338722
1400,44,136,212,708,228,72,3.298108376,4,80,11.31303704,100,76.04359498,23.95640502
1700,55,247,265,845,244,44,5.180645323,8,92,7.985474127,100,58.93671675,41.06328325
1812,65,289,200,887,314,57,6.502085775,15,63,9.708616749,100,46.11322531,53.88677469
1855,61,166,571,730,257,70,3.448600566,4,82,10.4662873,100,67.31316677,32.68683323
1510,80,257,299,588,246,40,6.999990238,17,91,6.795129241,100,51.99028106,48.00971894
2082,85,260,564,883,224,66,1.641916122,8,91,7.338959567,100,76.00508571,23.99491429
1744,48,127,523,567,389,90,5.640648192,18,93,11.05381875,100,54.42153104,45.57846896
1461,48,184,403,427,337,62,3.912721201,5,76,8.224224273,100,71.99765053,28.00234947
1460,45,149,446,413,354,53,6.654652851,15,77,10.59350264,100,55.73620222,44.26379778
1419,93,179,383,345,352,67,3.427651554,11,61,10.37563306,100,75.04295165,24.95704835
1217,78,205,304,235,347,48,6.056485633,3,74,7.593750368,100,66.33700444,33.66299556
1199,51,287,218,368,201,74,3.186278412,11,71,8.284405957,100,80.04897368,19.95102632
1385,73,128,352,477,315,40,5.220706025,4,97,8.801378114,100,66.42238799,33.57761201
1322,68,109,354,453,257,81,7.559274603,3,83,10.71647534,100,54.5366589,45.4633411
1578,95,183,261,578,388,73,6.743111382,15,78,6.212356278,100,51.68753885,48.31246115
1363,51,158,385,443,263,63,3.183438524,16,76,9.175201281,100,77.31385231,22.68614769
1196,85,134,247,322,326,82,1.680388244,13,69,8.062961311,100,86.13093158,13.86906842
1789,92,205,391,823,213,65,2.577464335,14,80,8.70614559,100,73.86835146,26.13164854
1374,100,165,255,469,313,72,6.268188359,5,85,6.981407733,100,60.76065273,39.23934727
1660,82,136,522,560,310,50,3.547457259,4,82,7.743626266,100,70.35547183,29.64452817
1580,67,231,321,625,256,80,4.922182613,11,92,8.221609832,100,63.51098613,36.48901387
1996,97,290,381,768,386,74,7.701564872,9,92,8.93602343,100,29.61431984,70.38568016
1424,94,209,500,287,291,43,4.137021991,9,75,9.84343074,100,71.30544095,28.69455905
1105,89,265,276,217,211,47,6.073735673,17,87,8.350894707,100,69.26410025,30.73589975
1569,50,165,521,410,355,68,5.567991079,2,67,8.884951261,100,59.74855966,40.25144034
1621,47,126,251,855,254,88,6.249207363,15,82,8.333381699,100,53.70216801,46.29783199
1911,40,218,585,795,201,72,7.171450336,8,86,7.437591121,100,37.56211711,62.43788289
1363,43,176,489,266,334,55,2.241387499,11,74,9.583816076,100,81.64893015,18.35106985
1257,61,250,365,239,278,64,2.487037934,9,84,6.035800963,100,82.23571698,17.76428302
1648,52,148,512,632,228,76,3.473683212,15,93,7.94500591,100,70.95845001,29.04154999
1455,96,119,350,582,222,86,4.505504889,14,76,6.598963084,100,68.91494537,31.08505463
1582,81,195,322,561,342,81,7.385175683,12,85,6.51920127,100,46.96202127,53.03797873
2061,50,270,584,739,375,43,3.523464178,7,72,10.69476804,100,62.97529154,37.02470846
1482,78,243,322,384,384,71,3.606627838,12,86,9.158191304,100,73.06940251,26.93059749
1107,59,150,280,248,310,60,5.580031814,5,63,9.413163603,100,71.52968078,28.47031922
1331,43,189,415,293,308,83,4.666692766,8,90,7.117440391,100,70.69841806,29.30158194
1644,54,237,255,641,372,85,2.511459158,3,68,6.829329446,100,76.49790587,23.50209413
1792,67,133,359,845,302,86,4.661016256,13,74,9.023804945,100,60.47575663,39.52424337
1199,48,159,266,422,222,82,7.954741633,3,63,8.745860298,100,56.73012728,43.26987272
1575,48,273,310,572,304,68,2.918763271,14,99,7.88992526,100,75.29382494,24.70617506
1450,58,281,237,423,378,73,4.18720759,9,73,7.449786777,100,70.59326306,29.40673694
1682,62,259,239,867,200,55,4.580666062,4,88,10.00120198,100,63.20977724,36.79022276
1394,40,195,300,415,394,50,4.377812495,15,61,10.2242102,100,70.65614234,29.34385766
1393,79,125,232,662,205,90,2.966049841,11,81,8.320133075,100,77.89384388,22.10615612
1600,76,175,541,358,360,90,3.929926959,14,82,10.44857435,100,68.90241265,31.09758735
1554,63,108,433,595,271,84,6.117476338,13,71,9.470736071,100,56.51071192,43.48928808
1509,49,131,403,622,232,72,5.556101051,7,85,7.17773439,100,61.4444693,38.5555307
1506,96,180,352,615,213,50,6.584749878,6,94,7.157693062,100,54.90187325,45.09812675
1337,44,193,212,504,312,72,5.238459483,5,89,8.664292006,100,67.47134489,32.52865511
1479,63,180,330,589,259,58,6.114352907,4,61,9.410974505,100,58.66593349,41.33406651
1410,57,210,568,263,251,61,5.596456361,13,74,11.08128906,100,63.36350392,36.63649608
1973,66,244,567,823,227,46,7.346889067,5,83,10.16011101,100,33.53965114,66.46034886
1460,52,176,438,388,325,81,5.745056021,2,96,9.473519194,100,61.39415174,38.60584826
1802,41,216,537,590,368,50,6.240061999,13,64,9.556815873,100,48.59366825,51.40633175
1371,73,156,298,400,393,51,2.631135767,6,85,9.170949027,100,79.75202586,20.24797414
1330,72,264,484,230,229,51,2.832553639,9,82,7.242035181,100,79.55551007,20.44448993
1323,58,252,344,287,324,58,2.606837829,5,70,8.065845612,100,80.66370287,19.33629713
1862,80,140,584,666,308,84,1.945173861,16,74,8.528289151,100,76.72154237,23.27845763
1849,67,232,502,764,205,79,1.63908776,10,82,10.13373491,100,78.48708828,21.51291172
1126,55,163,320,229,306,53,1.994758075,6,83,7.876917324,100,85.82396206,14.17603794
1792,55,199,543,707,240,48,7.658832178,17,76,8.215753299,100,37.47974499,62.52025501
1388,69,192,406,390,246,85,7.104768032,13,75,7.56006849,100,55.2491077,44.7508923
1333,66,224,424,358,221,40,5.42367854,8,97,9.565024789,100,66.46294493,33.53705507
2053,54,248,556,802,320,73,3.597240408,15,62,9.34190009,100,62.7239356,37.2760644
1564,52,222,339,703,205,43,4.315690024,6,97,8.30006762,100,67.53681372,32.46318628
1349,96,129,367,396,320,41,2.070516444,7,98,8.58112864,100,82.64988899,17.35011101
1373,50,112,363,524,240,84,3.598736284,3,62,7.294897165,100,75.32290736,24.67709264
1324,77,105,329,525,219,69,1.649587991,17,84,7.058730971,100,84.8236815,15.1763185
1845,54,283,531,511,397,69,4.428200188,11,73,6.459995406,100,60.98856421,39.01143579
1737,79,223,388,605,383,59,6.768837876,9,69,8.713174663,100,46.44919183,53.55080817
1180,58,180,407,243,246,46,4.252911663,6,69,8.773716735,100,75.86996898,24.13003102
1751,45,296,461,523,373,53,7.286790461,2,64,8.847956492,100,41.86434668,58.13565332
1127,87,163,223,230,363,61,3.638339483,18,93,8.399244639,100,79.47474148,20.52525852
1296,54,176,308,351,327,80,4.900322461,17,75,7.776726121,100,70.30914486,29.69085514
1713,92,162,331,788,298,42,7.325665249,14,68,10.46888828,100,42.80611811,57.19388189
1443,93,157,463,362,325,43,4.273370508,6,91,8.757331267,100,70.32612543,29.67387457
1712,40,284,364,713,230,81,5.464804718,8,99,8.476223126,100,56.6740943,43.3259057
1384,82,132,200,593,309,68,6.556625998,14,97,9.092637606,100,58.66671491,41.33328509
1402,42,208,495,327,285,45,7.528711598,18,88,11.05803684,100,51.8512477,48.1487523
1377,65,248,558,218,227,61,6.570796978,11,72,10.08747568,100,58.6365209,41.3634791
1294,100,125,344,333,343,49,4.90884172,14,91,8.611093358,100,70.23675076,29.76324924
1117,75,138,401,235,211,57,1.610494344,2,100,10.38192313,100,87.11565655,12.88434345
1603,60,287,298,558,348,52,7.297855798,13,85,9.387514647,100,46.67466318,53.32533682
1166,62,155,306,358,200,85,4.998003743,17,94,9.340642711,100,72.70515212,27.29484788
1677,60,205,309,703,356,44,5.259736536,7,78,11.6601533,100,58.72030969,41.27969031
2052,64,299,280,398,921,90,5.136603139,17,100,9.328862577,100,50.61181047,49.38818953
1277,71,152,393,362,224,75,2.204836781,2,86,9.644469057,100,82.95436896,17.04563104
1697,79,113,255,284,904,62,1.883698612,17,81,7.564854026,100,79.25784387,20.74215613
1658,59,226,246,374,683,70,5.421426443,15,90,9.909991348,100,58.20426863,41.79573137
1357,89,240,375,215,375,63,1.730252494,10,78,7.412987698,100,84.01168311,15.98831689
1854,66,133,351,310,954,40,6.63529482,9,99,9.837909887,100,43.72280989,56.27719011
1536,57,136,386,220,665,72,5.572841337,11,93,8.836439216,100,60.51672366,39.48327634
1205,82,292,289,225,245,72,7.120043081,2,86,8.170016446,100,61.00442266,38.99557734
1419,87,283,357,288,321,83,5.992743664,7,92,9.47175639,100,60.87233107,39.12766893
1609,57,240,360,332,557,63,3.260404764,5,92,9.606523741,100,72.71582243,27.28417757
1129,47,138,229,376,258,81,5.88993957,17,71,9.324479282,100,69.54673149,30.45326851
1404,42,165,395,309,447,46,7.518077247,10,89,10.36039791,100,51.9822331,48.0177669
1456,41,206,206,448,472,83,2.380608337,7,97,9.196561291,100,79.72151855,20.27848145
1152,46,260,324,221,255,46,5.27969314,17,70,5.449913392,100,71.93309894,28.06690106
1287,79,203,265,399,294,47,2.100589977,6,92,7.432174088,100,83.32148172,16.67851828
1934,74,185,253,426,919,77,7.767896247,18,60,9.102202532,100,31.38202035,68.61797965
1572,44,160,318,261,709,80,7.599052962,6,76,9.1127498,100,45.68758857,54.31241143
1947,96,200,255,396,934,66,5.730278884,15,80,7.580608437,100,48.67626319,51.32373681
1130,45,180,259,292,284,70,2.782313124,3,99,7.558909739,100,82.87401673,17.12598327
1524,47,267,360,476,309,65,2.508940536,2,71,8.435749037,100,78.17880278,21.82119722
1656,82,182,206,288,841,57,2.62821905,11,76,8.805647961,100,75.58863909,24.41136091
1827,47,265,328,204,917,66,4.822191411,8,63,10.4113304,100,58.28763284,41.71236716
1271,91,174,366,253,303,84,5.441874354,14,82,8.367238313,100,68.02653055,31.97346945
1398,49,165,263,469,397,55,5.96368012,14,61,9.330656012,100,61.80332613,38.19667387
1877,82,143,336,367,881,68,6.102070811,4,76,9.328186135,100,47.45905249,52.54094751
1795,66,241,280,254,885,69,4.226865076,8,96,10.07435833,100,63.10376094,36.89623906
1593,81,127,372,260,686,67,2.941014554,5,75,10.05479614,100,74.7860616,25.2139384
1909,84,207,250,476,807,85,1.536744943,15,66,7.699931312,100,78.6188627,21.3811373
1742,92,234,305,289,763,59,2.692933271,14,62,9.360322429,100,73.89669738,26.10330262
1268,45,152,204,327,473,67,7.27109621,16,83,10.91454411,100,58.04783593,41.95216407
1630,63,239,326,335,579,88,3.440246406,7,97,8.085084295,100,71.38732497,28.61267503
1624,68,273,293,349,590,51,3.31888798,9,63,9.05771129,100,72.18985077,27.81014923
2000,48,179,397,394,918,64,1.937991538,17,63,10.21183463,100,74.92163576,25.07836424
1836,54,186,202,383,967,44,5.548722239,5,60,10.04796213,100,52.84402574,47.15597426
1778,61,219,317,400,719,62,7.260528224,6,61,7.661651932,100,41.29425293,58.70574707
1942,90,267,210,364,955,56,6.387541802,6,65,7.913053006,100,43.34583619,56.65416381
1442,99,250,314,289,405,85,5.409091909,15,93,7.420482727,100,63.89640098,36.10359902
1278,47,135,341,450,227,78,6.803917146,3,78,8.970288792,100,60.47876549,39.52123451
1331,75,184,218,207,593,54,3.728658347,12,99,8.982253257,100,75.22301528,24.77698472
1307,66,135,238,385,415,68,3.367772462,4,73,8.332525036,100,77.52763483,22.47236517
1858,56,298,355,343,745,61,6.144065632,13,98,10.16067122,100,47.42933378,52.57066622
2072,91,182,292,448,993,66,2.886257529,8,75,8.061867415,100,67.75524198,32.24475802
1445,69,283,202,247,577,67,6.3036421,11,97,10.18007405,100,58.15593236,41.84406764
1891,55,126,309,449,870,82,5.777196987,17,62,8.141777628,100,49.81896269,50.18103731
1601,68,267,294,324,602,46,5.038715045,16,68,9.397816826,100,62.13334083,37.86665917
1880,60,180,305,469,823,43,7.158089873,12,65,8.332305537,100,38.71070448,61.28929552
2089,97,264,342,423,920,43,3.965903925,16,71,8.760549821,100,59.29382646,40.70617354
1057,44,117,213,323,298,62,1.528177972,16,73,7.903148723,100,88.27005732,11.72994268
1813,44,248,291,401,760,69,3.798653512,4,96,9.140692668,100,65.84052773,34.15947227
1819,58,234,331,359,772,65,7.205465513,13,85,8.513407508,100,40.22314914,59.77685086
1557,99,143,352,375,522,66,4.735949009,17,80,7.498034003,100,65.28435949,34.71564051
2099,50,121,381,463,1000,84,5.733894226,14,80,9.861309522,100,44.35074033,55.64925967
1212,74,186,267,416,210,59,5.040435873,18,61,8.461090147,100,71.50830458,28.49169542
1276,100,191,285,264,354,82,5.052117712,10,97,8.563894601,100,69.86300538,30.13699462
1465,43,237,322,266,525,72,4.94334701,16,89,7.984107476,100,66.09516049,33.90483951
1338,41,124,391,493,224,65,2.329263903,4,82,7.60449256,100,81.73596342,18.26403658
1604,81,176,327,273,657,90,3.078695081,16,95,8.205094709,100,73.92149174,26.07850826
1408,45,206,360,422,313,62,3.342387207,13,94,8.722538195,100,75.85045193,24.14954807
1507,96,257,337,340,408,69,4.610233732,11,74,8.243168082,100,67.07662633,32.92337367
1884,78,283,333,317,792,81,3.575460345,17,70,10.74677309,100,65.71346138,34.28653862
1438,54,277,343,313,399,52,2.052480919,17,84,6.639733948,100,81.63951941,18.36048059
1574,93,262,292,227,651,49,1.824102253,13,91,10.20891779,100,80.66886196,19.33113804
1483,43,261,336,484,273,86,3.807716592,7,81,8.96196959,100,72.0051419,27.9948581
1563,100,203,399,268,518,75,5.496873173,7,80,7.263625879,100,60.36558471,39.63441529
1227,65,119,347,391,259,46,6.359800285,9,62,9.294920088,100,64.47960621,35.52039379
1334,70,113,380,286,415,70,4.729196242,2,100,8.356840043,100,70.20826144,29.79173856
1558,41,276,322,261,616,42,3.894021747,13,79,9.071626279,100,70.02896094,29.97103906
1865,42,248,207,487,794,87,4.379075329,11,95,8.738185837,100,60.81301103,39.18698897
1223,76,186,346,278,275,62,3.065881194,6,81,9.553898511,100,80.14280439,19.85719561
1331,82,148,352,287,422,40,2.358252313,9,86,9.450680707,100,81.58810385,18.41189615
1902,69,213,298,281,992,49,4.340063075,7,75,10.24661238,100,60.10455136,39.89544864
1772,55,216,384,469,586,62,1.712111719,7,95,9.032695557,100,79.09262732,20.90737268
1678,91,157,250,347,783,50,1.859539518,14,72,8.087515395,100,79.5679182,20.4320818
1540,83,274,223,211,679,70,7.846174346,12,68,9.50637285,100,44.88260201,55.11739799
1913,74,223,260,440,837,79,1.548798127,13,81,8.848462473,100,78.35146675,21.64853325
1178,91,262,237,274,243,71,1.8529328,14,74,6.96581177,100,85.60017426,14.39982574
1260,75,250,230,307,315,83,4.821916579,2,91,8.05209758,100,71.36050239,28.63949761
1771,80,135,310,488,677,81,3.288777203,2,73,9.72607407,100,69.87109486,30.12890514
1891,55,177,286,450,860,63,7.25850891,5,100,7.119372784,100,37.41262238,62.58737762
1790,91,178,348,493,619,61,7.518145528,14,75,10.29706052,100,38.5739827,61.4260173
1472,71,255,224,388,477,57,3.602108967,3,68,7.293686638,100,73.45131518,26.54868482
1629,94,200,255,360,659,61,7.115594667,5,83,8.704358067,100,47.23310832,52.76689168
1658,89,179,210,312,820,48,6.067971222,10,60,7.774762072,100,54.02381195,45.97618805
1741,57,238,228,354,777,87,3.574837582,7,97,7.379843474,100,68.67281268,31.32718732
1775,89,259,294,293,750,90,6.374012135,8,90,7.284482143,100,48.35633776,51.64366224
1209,99,119,309,321,285,76,6.892275504,14,91,9.19185956,100,62.13568456,37.86431544
1981,88,195,366,297,981,54,6.589293251,11,85,11.43851232,100,39.98468701,60.01531299
1457,90,291,215,413,388,60,6.382953438,16,62,8.361383421,100,57.52816871,42.47183129
1443,63,227,273,322,495,63,6.911336558,18,70,9.995474111,100,54.55588524,45.44411476
1436,93,112,288,225,651,67,7.418482586,5,80,8.90470875,100,51.63038466,48.36961534
1418,55,291,259,247,489,77,3.015086769,11,91,8.655926789,100,77.18707039,22.81292961
2018,47,178,364,495,890,44,6.055799124,2,88,9.534547416,100,43.87054574,56.12945426
1804,95,121,349,419,774,46,3.034839581,7,73,11.13454763,100,70.71686567,29.28313433
1650,44,208,256,344,748,50,4.807117003,11,78,10.78006705,100,62.47178816,37.52821184
1804,49,118,291,401,865,80,3.62014512,16,84,9.924182482,100,67.01474246,32.98525754
1300,54,193,324,385,298,46,4.571883783,14,89,9.355519158,100,71.69480357,28.30519643
1830,85,164,299,266,952,64,6.282263244,8,71,9.874207087,100,47.33320508,52.66679492
1525,81,232,399,210,539,64,2.936871148,3,82,8.561906612,100,75.92915769,24.07084231
1344,53,229,276,231,502,53,2.041253359,13,83,8.279302499,100,82.79567026,17.20432974
1756,77,256,391,476,508,48,5.549006327,10,69,8.661806749,100,54.95370029,45.04629971
1559,75,102,362,383,584,53,2.239811668,4,92,10.03704205,100,79.01142059,20.98857941
2093,90,262,361,413,888,79,4.626561984,5,70,6.983469577,100,54.12240749,45.87759251
1776,70,291,279,375,685,76,7.956731125,3,68,7.470172699,100,35.53555586,64.46444414
1966,77,241,277,419,910,42,7.081491643,17,76,9.955450957,100,36.30880716,63.69119284
1940,45,177,300,371,982,65,7.109922362,9,65,10.81283665,100,36.96731704,63.03268296
1912,40,277,281,290,961,63,7.967436702,6,76,10.25575728,100,30.13961394,69.86038606
2127,84,272,269,489,963,50,2.050073151,11,71,8.049926487,100,72.67509657,27.32490343
1514,42,194,329,283,614,52,5.500957219,17,91,10.26373679,100,61.43659015,38.56340985
1795,98,224,233,448,725,67,5.728081606,17,72,8.210312885,100,52.65358021,47.34641979
1589,94,194,231,444,581,45,1.7610165,5,70,9.917913778,100,80.87992745,19.12007255
1686,62,201,353,214,781,75,5.628711467,3,95,8.013005964,100,56.20501363,43.79498637
1928,59,116,303,450,924,76,5.284916258,7,78,10.3441347,100,52.40641875,47.59358125
1498,55,277,239,236,635,56,3.437110864,13,75,8.139235111,100,73.71332933,26.28667067
1296,81,220,269,309,337,80,6.645005209,16,75,8.320777932,100,60.84165053,39.15834947
1845,63,273,293,371,756,89,3.805048555,15,80,9.5444259,100,65.08836001,34.91163999
1458,85,140,397,413,340,83,5.637747727,11,82,10.05110491,100,62.04545525,37.95454475
1180,70,207,239,387,221,56,7.750810021,11,97,7.290716388,100,58.50133717,41.49866283
1434,81,249,369,355,321,59,3.624029294,12,81,7.85325506,100,73.91440758,26.08559242
1369,65,181,280,233,539,71,2.613868466,7,93,9.176910554,100,79.84194885,20.15805115
2158,54,274,306,475,980,69,2.929355062,8,100,7.437941591,100,66.06702466,33.93297534
1177,79,121,340,319,268,50,7.522461828,12,64,9.868965737,100,59.82435301,40.17564699
1607,78,220,382,371,468,88,2.973245393,13,70,9.223184954,100,74.39556599,25.60443401
1781,74,193,286,432,723,73,5.410026858,14,78,7.535123617,100,55.44044758,44.55955242
1807,83,196,346,482,614,86,4.310449375,10,66,8.181756428,100,62.62616051,37.37383949
1700,51,238,242,289,815,65,7.175925711,3,68,9.211604171,100,44.39798291,55.60201709
1479,40,291,354,426,311,57,1.87604387,9,97,8.95629237,100,81.78134067,18.21865933
1746,78,136,315,249,925,43,4.728684409,15,66,10.50330951,100,60.91719144,39.08280856
1187,80,227,246,254,333,47,5.274014058,10,73,7.971928248,100,70.95892473,29.04107527
2049,92,280,237,398,953,89,7.707232862,2,68,9.866933538,100,27.42167668,72.57832332
2056,40,209,373,473,877,84,2.662844982,14,64,7.817981061,100,69.55538799,30.44461201
1809,63,176,254,461,793,62,2.263680971,10,90,10.62413342,100,75.30044811,24.69955189
1335,47,116,272,449,371,80,7.638153339,4,89,9.432532355,100,53.66320357,46.33679643
1557,96,267,252,264,618,60,1.669951912,15,86,9.679245364,100,81.65027705,18.34972295
1600,67,110,217,440,725,41,7.960373657,12,79,9.800150756,100,41.93597783,58.06402217
1133,40,175,233,362,281,42,6.178710107,3,82,8.086182358,100,68.09261268,31.90738732
1969,49,299,285,487,780,69,7.815347239,8,98,7.332702407,100,29.57855004,70.42144996
1359,100,145,384,393,284,53,6.085367745,2,82,9.620248294,100,62.12970671,37.87029329
1293,55,276,237,428,225,72,6.735816011,3,91,7.320932813,100,60.35086475,39.64913525
1779,69,268,228,420,753,41,3.946662045,5,83,8.387481601,100,65.51863648,34.48136352
1601,66,115,258,368,707,87,7.814037666,3,80,10.09016074,100,42.98205496,57.01794504
1927,98,117,360,377,930,45,2.108377549,13,100,9.348454442,100,74.90501826,25.09498174
2079,84,202,276,472,973,72,1.835323335,10,72,8.210487969,100,74.74025135,25.25974865
1632,82,110,237,213,908,82,5.518961559,8,65,10.5749964,100,58.26437158,41.73562842
1376,52,233,395,387,250,59,4.167696549,4,64,9.150324344,100,72.2079886,27.7920114
1294,77,179,272,226,473,67,3.003307508,2,66,9.277527361,100,79.26564166,20.73435834
1617,77,110,315,453,600,62,5.695440427,10,78,9.005833737,100,57.5874624,42.4125376
1562,91,233,392,483,290,73,1.683816431,14,66,7.966583266,100,81.73033969,18.26966031
1764,48,228,277,430,722,59,1.932384498,17,79,8.168255067,100,78.08349664,21.91650336
1439,93,103,268,430,474,71,3.710907111,17,72,8.652993799,100,73.45512083,26.54487917
1721,94,111,219,395,812,90,1.566056917,12,78,8.969587714,100,80.53240386,19.46759614
1546,52,187,350,710,200,47,3.869101639,13,65,9.452151218,100,70.51815555,29.48184445
1560,70,163,344,511,430,42,7.170762623,12,71,8.054760556,100,49.20510863,50.79489137
1680,49,115,270,668,514,64,4.540272698,2,77,9.914653251,100,63.66436926,36.33563074
1902,55,163,346,749,540,49,2.353141585,17,79,10.76850437,100,73.60026797,26.39973203
1769,89,164,290,622,522,82,1.518137739,4,65,8.597180449,100,80.27755846,19.72244154
2056,68,196,393,883,430,86,4.53713641,18,94,7.841451938,100,55.52717121,44.47282879
2296,97,181,342,986,600,90,2.579080451,7,80,8.057058942,100,66.62793259,33.37206741
1391,79,181,249,532,305,45,7.730112229,11,66,7.811680863,100,51.19341442,48.80658558
1504,54,102,341,503,444,60,4.222749007,8,79,9.585297384,100,69.34171503,30.65828497
2006,91,177,362,817,484,75,5.740988207,7,70,7.801779262,100,47.04989426,52.95010574
1827,99,159,368,734,418,49,4.955715214,16,73,8.049060592,100,57.62758905,42.37241095
